STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,REF_AREA,Reference area,ACTIVITY,Economic activity,COUNTERPART_AREA,Counterpart area,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,PER,Peru,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,24.065,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,BGD,Bangladesh,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,32.854,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,MMR,Myanmar,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,51.653,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,PAK,Pakistan,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,37.131,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CYP,Cyprus,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,39.872,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,SGP,Singapore,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,40226.887,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,SVK,Slovak Republic,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,1461.627,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ARG,Argentina,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,145.396,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,BLR,Belarus,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,305.95,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ROU,Romania,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,1770.361,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,SAU,Saudi Arabia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2018,,6.278,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CIV,Côte d’Ivoire,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2021,,0,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CAN,Canada,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,5642.365,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,AUS,Australia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,1353.533,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,AUT,Austria,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,4915.8,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,BEL,Belgium,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,2011.653,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CHL,Chile,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2020,,148.777,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,COD,Democratic Republic of the Congo,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,0.171,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,BRN,Brunei Darussalam,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,0.553,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,STP,Sao Tome and Principe,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,0.073,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,WXOECD,Non-OECD economies,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,423759.742,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,AGO,Angola,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,18.372,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,LAO,Lao People’s Democratic Republic,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,4.122,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,SEN,Senegal,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,0.799,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,E,Europe,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,108751.803,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CMR,Cameroon,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,3.244,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,KHM,Cambodia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,0.091,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,NGA,Nigeria,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,10.981,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,MLT,Malta,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,134.253,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,KAZ,Kazakhstan,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,54.778,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,JOR,Jordan,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,6.59,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,MMR,Myanmar,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,51.629,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,CYP,Cyprus,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,39.8,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,APEC,APEC,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,316430.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,BGD,Bangladesh,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,28.271,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,TUN,Tunisia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,330.166,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,PER,Peru,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,21.923,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,PAK,Pakistan,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,22.998,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,UKR,Ukraine,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,48.094,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,HKG,Hong Kong (China),C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,345.184,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,BLR,Belarus,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,324.016,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,S2_S8,Eastern and South-eastern Asia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,507704.409,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,SGP,Singapore,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,41139.141,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ROU,Romania,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,1773.401,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,MAR,Morocco,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,223.326,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ARG,Argentina,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,134.003,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,SAU,Saudi Arabia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,8.289,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ASEAN,ASEAN,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,136356.383,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,F,Africa,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,1252.842,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,HRV,Croatia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,128.432,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,W_O,Other countries,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,25102.854,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,EGY,Egypt,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,304.893,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,THA,Thailand,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,17857.905,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,PHL,Philippines,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,9948.574,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,BGR,Bulgaria,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,319.141,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,TWN,Chinese Taipei,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,98434.345,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,A5_A7,South and Central America,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,1068.344,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,VNM,Viet Nam,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,40460.579,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,ZAF,South Africa,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,400.361,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,S2,Eastern Asia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,493163.119,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,IDN,Indonesia,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,3753.768,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, levels",I,EXGR_DVA,Domestic value added in gross exports,BRA,Brazil,C26,"Manufacture of computer, electronic and optical products",W,World,USD,US dollar,A,Annual,2019,,861.045,,6,Millions
